state,district,year,residualsodiumcarbonate
Jharkhand,Khunti,2005,
Jharkhand,Khunti,2006,
Jharkhand,Khunti,2008,
Jharkhand,Khunti,2009,
Jharkhand,Khunti,2014,
Jharkhand,Khunti,2015,
Jharkhand,Khunti,2016,
Jharkhand,Khunti,2017,
Jharkhand,Khunti,2018,
Jharkhand,Koderma,2000,
Jharkhand,Koderma,2001,
Jharkhand,Koderma,2002,
Jharkhand,Koderma,2003,
Jharkhand,Koderma,2005,
Jharkhand,Koderma,2006,
Jharkhand,Koderma,2007,
Jharkhand,Koderma,2008,
Jharkhand,Koderma,2009,
Jharkhand,Koderma,2010,
Jharkhand,Koderma,2011,
Jharkhand,Koderma,2012,
Jharkhand,Koderma,2014,
Jharkhand,Koderma,2015,
Jharkhand,Koderma,2016,
Jharkhand,Koderma,2017,
Jharkhand,Koderma,2018,
Jharkhand,Latehar,2000,
Jharkhand,Latehar,2001,
Jharkhand,Latehar,2002,
Jharkhand,Latehar,2003,
Jharkhand,Latehar,2005,
Jharkhand,Latehar,2006,
Jharkhand,Latehar,2008,
Jharkhand,Latehar,2011,
Jharkhand,Latehar,2013,
Jharkhand,Latehar,2014,
Jharkhand,Latehar,2015,
Jharkhand,Latehar,2016,
Jharkhand,Latehar,2017,
Jharkhand,Latehar,2018,
Jharkhand,Lohardaga,2000,
Jharkhand,Lohardaga,2001,
Jharkhand,Lohardaga,2002,
Jharkhand,Lohardaga,2003,
Jharkhand,Lohardaga,2004,
Jharkhand,Lohardaga,2005,
Jharkhand,Lohardaga,2006,
Jharkhand,Lohardaga,2013,
Jharkhand,Lohardaga,2014,
Jharkhand,Lohardaga,2015,
Jharkhand,Lohardaga,2016,
Jharkhand,Lohardaga,2017,
Jharkhand,Lohardaga,2018,
Jharkhand,Pakur,2000,
Jharkhand,Pakur,2001,
Jharkhand,Pakur,2002,
Jharkhand,Pakur,2003,
Jharkhand,Pakur,2005,
Jharkhand,Pakur,2006,
Jharkhand,Pakur,2007,
Jharkhand,Pakur,2009,
Jharkhand,Pakur,2014,
Jharkhand,Pakur,2015,
Jharkhand,Pakur,2016,
Jharkhand,Pakur,2017,
Jharkhand,Palamu,2000,
Jharkhand,Palamu,2002,
Jharkhand,Palamu,2003,
Jharkhand,Palamu,2005,
Jharkhand,Palamu,2007,
Jharkhand,Palamu,2014,
Jharkhand,Palamu,2015,
Jharkhand,Palamu,2016,
Jharkhand,Palamu,2017,
Jharkhand,Palamu,2018,
Jharkhand,Pashchimi Singhbhum,2000,
Jharkhand,Pashchimi Singhbhum,2001,
Jharkhand,Pashchimi Singhbhum,2002,
Jharkhand,Pashchimi Singhbhum,2003,
Jharkhand,Pashchimi Singhbhum,2014,
Jharkhand,Pashchimi Singhbhum,2015,
Jharkhand,Pashchimi Singhbhum,2016,
Jharkhand,Pashchimi Singhbhum,2017,
Jharkhand,Pashchimi Singhbhum,2018,
Jharkhand,Purbi Singhbhum,2000,
Jharkhand,Purbi Singhbhum,2001,
Jharkhand,Purbi Singhbhum,2002,
Jharkhand,Purbi Singhbhum,2003,
Jharkhand,Purbi Singhbhum,2005,
Jharkhand,Purbi Singhbhum,2006,
Jharkhand,Purbi Singhbhum,2008,
Jharkhand,Purbi Singhbhum,2009,
Jharkhand,Purbi Singhbhum,2016,
Jharkhand,Purbi Singhbhum,2017,
Jharkhand,Ramgarh,2000,
Jharkhand,Ramgarh,2001,
Jharkhand,Ramgarh,2002,
Jharkhand,Ramgarh,2003,
Jharkhand,Ramgarh,2004,
Jharkhand,Ramgarh,2005,
Jharkhand,Ramgarh,2006,
Jharkhand,Ramgarh,2008,
Jharkhand,Ramgarh,2009,
Jharkhand,Ramgarh,2010,
Jharkhand,Ramgarh,2011,
Jharkhand,Ramgarh,2012,
Jharkhand,Ramgarh,2013,
Jharkhand,Ramgarh,2014,
Jharkhand,Ramgarh,2015,
Jharkhand,Ramgarh,2016,
Jharkhand,Ramgarh,2017,
Jharkhand,Ramgarh,2018,
Jharkhand,Ranchi,2000,
Jharkhand,Ranchi,2001,
Jharkhand,Ranchi,2002,
Jharkhand,Ranchi,2003,
Jharkhand,Ranchi,2014,
Jharkhand,Ranchi,2015,
Jharkhand,Ranchi,2016,
Jharkhand,Ranchi,2017,
Jharkhand,Ranchi,2018,
Jharkhand,Sahebganj,2000,
Jharkhand,Sahebganj,2001,
Jharkhand,Sahebganj,2002,
Jharkhand,Sahebganj,2003,
Jharkhand,Sahebganj,2004,
Jharkhand,Sahebganj,2005,
Jharkhand,Sahebganj,2006,
Jharkhand,Sahebganj,2007,
Jharkhand,Sahebganj,2008,
Jharkhand,Sahebganj,2009,
Jharkhand,Sahebganj,2014,
Jharkhand,Sahebganj,2015,
Jharkhand,Sahebganj,2016,
Jharkhand,Sahebganj,2017,
Jharkhand,Sahebganj,2018,
Jharkhand,Saraikela Kharsawan,2000,
Jharkhand,Saraikela Kharsawan,2001,
Jharkhand,Saraikela Kharsawan,2002,
Jharkhand,Saraikela Kharsawan,2003,
Jharkhand,Saraikela Kharsawan,2004,
Jharkhand,Saraikela Kharsawan,2005,
Jharkhand,Saraikela Kharsawan,2006,
Jharkhand,Saraikela Kharsawan,2009,
Jharkhand,Saraikela Kharsawan,2014,
Jharkhand,Saraikela Kharsawan,2015,
Jharkhand,Saraikela Kharsawan,2016,
Jharkhand,Saraikela Kharsawan,2017,
Jharkhand,Saraikela Kharsawan,2018,
Jharkhand,Simdega,2000,
Jharkhand,Simdega,2001,
Jharkhand,Simdega,2002,
Jharkhand,Simdega,2003,
Jharkhand,Simdega,2004,
Jharkhand,Simdega,2005,
Jharkhand,Simdega,2006,
Jharkhand,Simdega,2012,
Jharkhand,Simdega,2013,
Jharkhand,Simdega,2014,
Jharkhand,Simdega,2015,
Jharkhand,Simdega,2016,
Jharkhand,Simdega,2017,
Jharkhand,Simdega,2018,
Karnataka,Bagalkote,2000,
Karnataka,Bagalkote,2001,
Karnataka,Bagalkote,2002,
Karnataka,Bagalkote,2003,
Karnataka,Bagalkote,2004,
Karnataka,Bagalkote,2005,
Karnataka,Bagalkote,2006,
Karnataka,Bagalkote,2007,
Karnataka,Bagalkote,2009,
Karnataka,Bagalkote,2010,
Karnataka,Bagalkote,2011,
Karnataka,Bagalkote,2012,
Karnataka,Bagalkote,2015,
Karnataka,Bagalkote,2017,
Karnataka,Ballari,2000,
Karnataka,Ballari,2001,
Karnataka,Ballari,2002,
Karnataka,Ballari,2003,
Karnataka,Ballari,2004,
Karnataka,Ballari,2005,
Karnataka,Ballari,2006,
Karnataka,Ballari,2007,
Karnataka,Ballari,2008,
Karnataka,Ballari,2009,
Karnataka,Ballari,2010,
Karnataka,Ballari,2011,
Karnataka,Ballari,2012,
Karnataka,Ballari,2013,
Karnataka,Ballari,2014,
Karnataka,Ballari,2015,
Karnataka,Ballari,2017,
Karnataka,Ballari,2018,
Karnataka,Bangalore Rural,2000,
Karnataka,Bangalore Rural,2001,
Karnataka,Bangalore Rural,2002,
Karnataka,Bangalore Rural,2003,
Karnataka,Bangalore Rural,2004,
Karnataka,Bangalore Rural,2005,
Karnataka,Bangalore Rural,2006,
Karnataka,Bangalore Rural,2007,
Karnataka,Bangalore Rural,2008,
Karnataka,Bangalore Rural,2011,
Karnataka,Bangalore Rural,2012,
Karnataka,Bangalore Rural,2015,
Karnataka,Bangalore Rural,2016,
Karnataka,Bangalore Rural,2017,
Karnataka,Bangalore,2000,
Karnataka,Bangalore,2001,
Karnataka,Bangalore,2002,
Karnataka,Bangalore,2003,
Karnataka,Bangalore,2004,
Karnataka,Bangalore,2005,
Karnataka,Bangalore,2006,
Karnataka,Bangalore,2007,
Karnataka,Bangalore,2008,
Karnataka,Bangalore,2010,
Karnataka,Bangalore,2011,
Karnataka,Bangalore,2012,
Karnataka,Bangalore,2015,
Karnataka,Bangalore,2017,
Karnataka,Belagavi,2000,
Karnataka,Belagavi,2001,
Karnataka,Belagavi,2002,
Karnataka,Belagavi,2003,
Karnataka,Belagavi,2004,
Karnataka,Belagavi,2005,
Karnataka,Belagavi,2006,
Karnataka,Belagavi,2007,
Karnataka,Belagavi,2008,
Karnataka,Belagavi,2010,
Karnataka,Belagavi,2011,
Karnataka,Belagavi,2012,
Karnataka,Belagavi,2013,
Karnataka,Belagavi,2015,
Karnataka,Belagavi,2016,
Karnataka,Belagavi,2017,
Karnataka,Belgaum,2000,
Karnataka,Belgaum,2001,
Karnataka,Belgaum,2002,
Karnataka,Belgaum,2003,
Karnataka,Belgaum,2004,
Karnataka,Belgaum,2005,
Karnataka,Belgaum,2006,
Karnataka,Belgaum,2007,
Karnataka,Belgaum,2008,
Karnataka,Belgaum,2009,
Karnataka,Belgaum,2010,
Karnataka,Belgaum,2011,
Karnataka,Belgaum,2012,
Karnataka,Belgaum,2015,
Karnataka,Bellary,2000,
Karnataka,Bellary,2001,
Karnataka,Bellary,2002,
Karnataka,Bellary,2003,
Karnataka,Bellary,2004,
Karnataka,Bellary,2005,
Karnataka,Bellary,2006,
Karnataka,Bellary,2007,
Karnataka,Bellary,2008,
Karnataka,Bellary,2009,
Karnataka,Bellary,2010,
Karnataka,Bellary,2011,
Karnataka,Bellary,2012,
Karnataka,Bellary,2015,
Karnataka,Bellary,2017,
Karnataka,Bidar,2000,
Karnataka,Bidar,2001,
Karnataka,Bidar,2002,
Karnataka,Bidar,2003,
Karnataka,Bidar,2004,
Karnataka,Bidar,2005,
Karnataka,Bidar,2006,
Karnataka,Bidar,2007,
Karnataka,Bidar,2008,
Karnataka,Bidar,2009,
Karnataka,Bidar,2010,
Karnataka,Bidar,2011,
Karnataka,Bidar,2012,
Karnataka,Bidar,2015,
Karnataka,Bidar,2017,
Karnataka,Bijapur,2000,
Karnataka,Bijapur,2001,
Karnataka,Bijapur,2002,
Karnataka,Bijapur,2003,
Karnataka,Bijapur,2004,
Karnataka,Bijapur,2005,
Karnataka,Bijapur,2006,
Karnataka,Bijapur,2007,
Karnataka,Bijapur,2008,
Karnataka,Bijapur,2009,
Karnataka,Bijapur,2010,
Karnataka,Bijapur,2015,
Karnataka,Bijapur,2017,
Karnataka,Chamarajanagara,2000,
Karnataka,Chamarajanagara,2001,
Karnataka,Chamarajanagara,2002,
Karnataka,Chamarajanagara,2003,
Karnataka,Chamarajanagara,2004,
Karnataka,Chamarajanagara,2005,
Karnataka,Chamarajanagara,2006,
Karnataka,Chamarajanagara,2008,
Karnataka,Chamarajanagara,2010,
Karnataka,Chamarajanagara,2011,
Karnataka,Chamarajanagara,2012,
Karnataka,Chamarajanagara,2015,
Karnataka,Chamarajanagara,2017,
Karnataka,Chikkaballapura,2000,
Karnataka,Chikkaballapura,2001,
Karnataka,Chikkaballapura,2002,
Karnataka,Chikkaballapura,2003,
Karnataka,Chikkaballapura,2004,
Karnataka,Chikkaballapura,2005,
Karnataka,Chikkaballapura,2006,
Karnataka,Chikkaballapura,2008,
Karnataka,Chikkaballapura,2010,
Karnataka,Chikkaballapura,2011,
Karnataka,Chikkaballapura,2012,
Karnataka,Chikkaballapura,2016,
Karnataka,Chikkaballapura,2017,
Karnataka,Chikkamagaluru,2000,
Karnataka,Chikkamagaluru,2001,
Karnataka,Chikkamagaluru,2002,
Karnataka,Chikkamagaluru,2003,
Karnataka,Chikkamagaluru,2004,
Karnataka,Chikkamagaluru,2005,
Karnataka,Chikkamagaluru,2006,
Karnataka,Chikkamagaluru,2007,
Karnataka,Chikkamagaluru,2009,
Karnataka,Chikkamagaluru,2010,
Karnataka,Chikkamagaluru,2012,
Karnataka,Chikkamagaluru,2015,
Karnataka,Chikkamagaluru,2017,
Karnataka,Chitradurga,2000,
Karnataka,Chitradurga,2001,
Karnataka,Chitradurga,2002,
Karnataka,Chitradurga,2003,
Karnataka,Chitradurga,2004,
Karnataka,Chitradurga,2005,
Karnataka,Chitradurga,2006,
Karnataka,Chitradurga,2007,
Karnataka,Chitradurga,2008,
Karnataka,Chitradurga,2009,
Karnataka,Chitradurga,2010,
Karnataka,Chitradurga,2011,
Karnataka,Chitradurga,2012,
Karnataka,Chitradurga,2015,
Karnataka,Chitradurga,2017,
Karnataka,Dakshina Kannada,2000,
Karnataka,Dakshina Kannada,2001,
Karnataka,Dakshina Kannada,2002,
Karnataka,Dakshina Kannada,2003,
Karnataka,Dakshina Kannada,2004,
Karnataka,Dakshina Kannada,2005,
Karnataka,Dakshina Kannada,2006,
Karnataka,Dakshina Kannada,2007,
Karnataka,Dakshina Kannada,2011,
Karnataka,Dakshina Kannada,2015,
Karnataka,Dakshina Kannada,2017,
Karnataka,Davangere,2000,
Karnataka,Davangere,2001,
Karnataka,Davangere,2002,
Karnataka,Davangere,2003,
Karnataka,Davangere,2004,
Karnataka,Davangere,2005,
Karnataka,Davangere,2007,
Karnataka,Davangere,2008,
Karnataka,Davangere,2010,
Karnataka,Davangere,2011,
Karnataka,Davangere,2012,
Karnataka,Davangere,2015,
Karnataka,Davangere,2017,
Karnataka,Dharwad,2000,
Karnataka,Dharwad,2001,
Karnataka,Dharwad,2002,
Karnataka,Dharwad,2003,
Karnataka,Dharwad,2004,
Karnataka,Dharwad,2005,
Karnataka,Dharwad,2006,
Karnataka,Dharwad,2007,
Karnataka,Dharwad,2008,
Karnataka,Dharwad,2009,
Karnataka,Dharwad,2010,
Karnataka,Dharwad,2011,
Karnataka,Dharwad,2012,
Karnataka,Dharwad,2015,
Karnataka,Dharwad,2016,
Karnataka,Dharwad,2017,
Karnataka,Gadag,2000,
Karnataka,Gadag,2001,
Karnataka,Gadag,2002,
Karnataka,Gadag,2003,
Karnataka,Gadag,2004,
Karnataka,Gadag,2005,
Karnataka,Gadag,2007,
Karnataka,Gadag,2008,
Karnataka,Gadag,2009,
Karnataka,Gadag,2010,
Karnataka,Gadag,2011,
Karnataka,Gadag,2012,
Karnataka,Gadag,2015,
Karnataka,Gadag,2016,
Karnataka,Gadag,2017,
Karnataka,Hassan,2000,
Karnataka,Hassan,2001,
Karnataka,Hassan,2002,
Karnataka,Hassan,2003,
Karnataka,Hassan,2004,
Karnataka,Hassan,2005,
Karnataka,Hassan,2006,
Karnataka,Hassan,2007,
Karnataka,Hassan,2012,
Karnataka,Hassan,2015,
Karnataka,Hassan,2017,
Karnataka,Haveri,2000,
Karnataka,Haveri,2001,
Karnataka,Haveri,2002,
Karnataka,Haveri,2003,
Karnataka,Haveri,2004,
Karnataka,Haveri,2005,
Karnataka,Haveri,2008,
Karnataka,Haveri,2010,
Karnataka,Haveri,2011,
Karnataka,Haveri,2012,
Karnataka,Haveri,2015,
Karnataka,Haveri,2017,
Karnataka,Kalaburagi,2000,
Karnataka,Kalaburagi,2001,
Karnataka,Kalaburagi,2002,
Karnataka,Kalaburagi,2004,
Karnataka,Kalaburagi,2005,
Karnataka,Kalaburagi,2006,
Karnataka,Kalaburagi,2007,
Karnataka,Kalaburagi,2008,
Karnataka,Kalaburagi,2010,
Karnataka,Kalaburagi,2011,
Karnataka,Kalaburagi,2012,
Karnataka,Kalaburagi,2015,
Karnataka,Kalaburagi,2017,
Karnataka,Kodagu,2000,
Karnataka,Kodagu,2001,
Karnataka,Kodagu,2002,
Karnataka,Kodagu,2003,
Karnataka,Kodagu,2004,
Karnataka,Kodagu,2005,
Karnataka,Kodagu,2006,
Karnataka,Kodagu,2007,
Karnataka,Kodagu,2009,
Karnataka,Kodagu,2010,
Karnataka,Kodagu,2011,
Karnataka,Kodagu,2012,
Karnataka,Kodagu,2015,
Karnataka,Kodagu,2017,
Karnataka,Kolar,2000,
Karnataka,Kolar,2001,
Karnataka,Kolar,2002,
Karnataka,Kolar,2003,
Karnataka,Kolar,2004,
Karnataka,Kolar,2005,
Karnataka,Kolar,2006,
Karnataka,Kolar,2008,
Karnataka,Kolar,2010,
Karnataka,Kolar,2011,
Karnataka,Kolar,2012,
Karnataka,Kolar,2015,
Karnataka,Kolar,2017,
Karnataka,Koppal,2000,
Karnataka,Koppal,2001,
Karnataka,Koppal,2002,
Karnataka,Koppal,2003,
Karnataka,Koppal,2004,
Karnataka,Koppal,2005,
Karnataka,Koppal,2006,
Karnataka,Koppal,2007,
Karnataka,Koppal,2009,
Karnataka,Koppal,2010,
Karnataka,Koppal,2011,
Karnataka,Koppal,2012,
Karnataka,Koppal,2015,
Karnataka,Koppal,2017,
Karnataka,Mandya,2000,
Karnataka,Mandya,2001,
Karnataka,Mandya,2002,
Karnataka,Mandya,2003,
Karnataka,Mandya,2004,
Karnataka,Mandya,2005,
Karnataka,Mandya,2006,
Karnataka,Mandya,2007,
Karnataka,Mandya,2008,
Karnataka,Mandya,2009,
Karnataka,Mandya,2010,
Karnataka,Mandya,2011,
Karnataka,Mandya,2012,
Karnataka,Mandya,2015,
Karnataka,Mandya,2016,
Karnataka,Mandya,2017,
Karnataka,Mysore,2000,
Karnataka,Mysore,2001,
Karnataka,Mysore,2002,
Karnataka,Mysore,2004,
Karnataka,Mysore,2005,
Karnataka,Mysore,2006,
Karnataka,Mysore,2010,
Karnataka,Mysore,2011,
Karnataka,Mysore,2012,
Karnataka,Mysore,2015,
Karnataka,Mysore,2017,
Karnataka,Raichur,2000,
Karnataka,Raichur,2001,
Karnataka,Raichur,2002,
Karnataka,Raichur,2003,
Karnataka,Raichur,2004,
Karnataka,Raichur,2005,
Karnataka,Raichur,2006,
Karnataka,Raichur,2007,
Karnataka,Raichur,2008,
Karnataka,Raichur,2009,
Karnataka,Raichur,2010,
Karnataka,Raichur,2012,
Karnataka,Raichur,2015,
Karnataka,Raichur,2017,
Karnataka,Ramanagara,2000,
Karnataka,Ramanagara,2001,
Karnataka,Ramanagara,2002,
Karnataka,Ramanagara,2003,
Karnataka,Ramanagara,2004,
Karnataka,Ramanagara,2005,
Karnataka,Ramanagara,2006,
Karnataka,Ramanagara,2007,
Karnataka,Ramanagara,2008,
Karnataka,Ramanagara,2011,
Karnataka,Ramanagara,2012,
Karnataka,Ramanagara,2015,
Karnataka,Ramanagara,2016,
Karnataka,Ramanagara,2017,
Karnataka,Shimoga,2000,
Karnataka,Shimoga,2001,
Karnataka,Shimoga,2002,
Karnataka,Shimoga,2003,
Karnataka,Shimoga,2004,
Karnataka,Shimoga,2006,
Karnataka,Shimoga,2007,
Karnataka,Shimoga,2008,
Karnataka,Shimoga,2009,
Karnataka,Shimoga,2010,
Karnataka,Shimoga,2011,
Karnataka,Shimoga,2015,
Karnataka,Shimoga,2017,
Karnataka,Tumkur,2000,
Karnataka,Tumkur,2001,
Karnataka,Tumkur,2002,
Karnataka,Tumkur,2003,
Karnataka,Tumkur,2004,
Karnataka,Tumkur,2005,
Karnataka,Tumkur,2006,
Karnataka,Tumkur,2007,
Karnataka,Tumkur,2008,
Karnataka,Tumkur,2010,
Karnataka,Tumkur,2012,
Karnataka,Tumkur,2015,
Karnataka,Tumkur,2017,
Karnataka,Udupi,2000,
Karnataka,Udupi,2001,
Karnataka,Udupi,2002,
Karnataka,Udupi,2003,
Karnataka,Udupi,2004,
Karnataka,Udupi,2005,
Karnataka,Udupi,2006,
Karnataka,Udupi,2007,
Karnataka,Udupi,2008,
Karnataka,Udupi,2009,
Karnataka,Udupi,2010,
Karnataka,Udupi,2011,
Karnataka,Udupi,2012,
Karnataka,Udupi,2015,
Karnataka,Udupi,2017,
Karnataka,Uttara Kannada,2000,
Karnataka,Uttara Kannada,2001,
Karnataka,Uttara Kannada,2002,
Karnataka,Uttara Kannada,2003,
Karnataka,Uttara Kannada,2004,
Karnataka,Uttara Kannada,2006,
Karnataka,Uttara Kannada,2007,
Karnataka,Uttara Kannada,2008,
Karnataka,Uttara Kannada,2009,
Karnataka,Uttara Kannada,2010,
Karnataka,Uttara Kannada,2012,
Karnataka,Uttara Kannada,2015,
Karnataka,Vijayapura,2000,
Karnataka,Vijayapura,2001,
Karnataka,Vijayapura,2002,
Karnataka,Vijayapura,2003,
Karnataka,Vijayapura,2004,
Karnataka,Vijayapura,2005,
Karnataka,Vijayapura,2006,
Karnataka,Vijayapura,2007,
Karnataka,Vijayapura,2008,
Karnataka,Vijayapura,2009,
Karnataka,Vijayapura,2010,
Karnataka,Vijayapura,2011,
Karnataka,Vijayapura,2012,
Karnataka,Vijayapura,2013,
Karnataka,Vijayapura,2015,
Karnataka,Vijayapura,2016,
Karnataka,Vijayapura,2017,
Karnataka,Vijayapura,2018,
Karnataka,Yadgir,2000,
Karnataka,Yadgir,2001,
Karnataka,Yadgir,2002,
Karnataka,Yadgir,2004,
Karnataka,Yadgir,2005,
Karnataka,Yadgir,2006,
Karnataka,Yadgir,2007,
Karnataka,Yadgir,2008,
Karnataka,Yadgir,2010,
Karnataka,Yadgir,2011,
Karnataka,Yadgir,2012,
Karnataka,Yadgir,2017,
Kerala,Alappuzha,2000,
Kerala,Alappuzha,2003,
Kerala,Alappuzha,2005,
Kerala,Alappuzha,2006,
Kerala,Alappuzha,2009,
Kerala,Alappuzha,2012,
Kerala,Alappuzha,2013,
Kerala,Ernakulam,2000,
Kerala,Ernakulam,2002,
Kerala,Ernakulam,2003,
Kerala,Ernakulam,2005,
Kerala,Ernakulam,2006,
Kerala,Ernakulam,2009,
Kerala,Ernakulam,2012,
Kerala,Ernakulam,2013,
Kerala,Idukki,2000,
Kerala,Idukki,2001,
Kerala,Idukki,2003,
Kerala,Idukki,2005,
Kerala,Idukki,2009,
Kerala,Idukki,2012,
Kerala,Idukki,2013,
Kerala,Kannur,2000,
Kerala,Kannur,2003,
Kerala,Kannur,2005,
Kerala,Kannur,2006,
Kerala,Kannur,2008,
Kerala,Kannur,2009,
Kerala,Kannur,2012,
Kerala,Kannur,2013,
Kerala,Kasaragod,2000,
Kerala,Kasaragod,2002,
Kerala,Kasaragod,2003,
Kerala,Kasaragod,2005,
Kerala,Kasaragod,2006,
Kerala,Kasaragod,2008,
Kerala,Kasaragod,2009,
Kerala,Kasaragod,2012,
Kerala,Kasaragod,2013,
Kerala,Kollam,2000,
Kerala,Kollam,2003,
Kerala,Kollam,2005,
Kerala,Kollam,2006,
Kerala,Kollam,2008,
Kerala,Kollam,2009,
Kerala,Kollam,2012,
Kerala,Kollam,2013,
Kerala,Kottayam,2000,
Kerala,Kottayam,2003,
Kerala,Kottayam,2005,
Kerala,Kottayam,2006,
Kerala,Kottayam,2009,
Kerala,Kottayam,2012,
Kerala,Kottayam,2013,
Kerala,Kozhikode,2000,
Kerala,Kozhikode,2002,
Kerala,Kozhikode,2003,
Kerala,Kozhikode,2005,
Kerala,Kozhikode,2006,
Kerala,Kozhikode,2012,
Kerala,Kozhikode,2013,
Kerala,Malappuram,2000,
Kerala,Malappuram,2003,
Kerala,Malappuram,2005,
Kerala,Malappuram,2006,
Kerala,Malappuram,2008,
Kerala,Malappuram,2009,
Kerala,Malappuram,2012,
Kerala,Malappuram,2013,
Kerala,Malappuram,2016,
Kerala,Palakkad,2000,
Kerala,Palakkad,2003,
Kerala,Palakkad,2005,
Kerala,Palakkad,2009,
Kerala,Palakkad,2012,
Kerala,Palakkad,2013,
Kerala,Pathanamthitta,2003,
Kerala,Pathanamthitta,2005,
Kerala,Pathanamthitta,2006,
Kerala,Pathanamthitta,2009,
Kerala,Pathanamthitta,2012,
Kerala,Pathanamthitta,2013,
Kerala,Pathanamthitta,2016,
Kerala,Thiruvananthapuram,2000,
Kerala,Thiruvananthapuram,2003,
Kerala,Thiruvananthapuram,2005,
Kerala,Thiruvananthapuram,2006,
Kerala,Thiruvananthapuram,2009,
Kerala,Thiruvananthapuram,2012,
Kerala,Thiruvananthapuram,2013,
Kerala,Thrissur,2000,
Kerala,Thrissur,2003,
Kerala,Thrissur,2005,
Kerala,Thrissur,2006,
Kerala,Thrissur,2008,
Kerala,Thrissur,2009,
Kerala,Thrissur,2012,
Kerala,Thrissur,2013,
Kerala,Wayanad,2000,
Kerala,Wayanad,2003,
Kerala,Wayanad,2005,
Kerala,Wayanad,2006,
Kerala,Wayanad,2008,
Kerala,Wayanad,2009,
Kerala,Wayanad,2012,
Kerala,Wayanad,2013,
Kerala,Wayanad,2016,
Madhya Pradesh,Alirajpur,2003,
Madhya Pradesh,Alirajpur,2005,
Madhya Pradesh,Alirajpur,2013,
Madhya Pradesh,Alirajpur,2016,
Madhya Pradesh,Anuppur,2000,
Madhya Pradesh,Anuppur,2003,
Madhya Pradesh,Anuppur,2006,
Madhya Pradesh,Anuppur,2008,
Madhya Pradesh,Anuppur,2016,
Madhya Pradesh,Ashoknagar,2003,
Madhya Pradesh,Ashoknagar,2006,
Madhya Pradesh,Ashoknagar,2008,
Madhya Pradesh,Ashoknagar,2013,
Madhya Pradesh,Ashoknagar,2015,
Madhya Pradesh,Ashoknagar,2016,
Madhya Pradesh,Balaghat,2000,
Madhya Pradesh,Balaghat,2003,
Madhya Pradesh,Balaghat,2016,
Madhya Pradesh,Barwani,2003,
Madhya Pradesh,Barwani,2005,
Madhya Pradesh,Barwani,2016,
Madhya Pradesh,Betul,2003,
Madhya Pradesh,Betul,2008,
Madhya Pradesh,Betul,2012,
Madhya Pradesh,Betul,2015,
Madhya Pradesh,Betul,2016,
Madhya Pradesh,Bhind,2003,
Madhya Pradesh,Bhind,2016,
Madhya Pradesh,Bhopal,2003,
Madhya Pradesh,Bhopal,2011,
Madhya Pradesh,Bhopal,2013,
Madhya Pradesh,Bhopal,2015,
Madhya Pradesh,Bhopal,2016,
Madhya Pradesh,Burhanpur,2002,
Madhya Pradesh,Burhanpur,2003,
Madhya Pradesh,Burhanpur,2004,
Madhya Pradesh,Burhanpur,2013,
Madhya Pradesh,Chhatarpur,2003,
Madhya Pradesh,Chhatarpur,2004,
Madhya Pradesh,Chhatarpur,2005,
Madhya Pradesh,Chhatarpur,2016,
Madhya Pradesh,Chhindwara,2003,
Madhya Pradesh,Chhindwara,2008,
Madhya Pradesh,Chhindwara,2015,
Madhya Pradesh,Chhindwara,2016,
Madhya Pradesh,Damoh,2003,
Madhya Pradesh,Damoh,2006,
Madhya Pradesh,Damoh,2008,
Madhya Pradesh,Damoh,2016,
Madhya Pradesh,Datia,2003,
Madhya Pradesh,Datia,2006,
Madhya Pradesh,Datia,2016,
Madhya Pradesh,Dewas,2003,
Madhya Pradesh,Dewas,2008,
Madhya Pradesh,Dewas,2016,
Madhya Pradesh,Dhar,2003,
Madhya Pradesh,Dhar,2005,
Madhya Pradesh,Dhar,2016,
Madhya Pradesh,Dindori,2000,
Madhya Pradesh,Dindori,2003,
Madhya Pradesh,Dindori,2004,
Madhya Pradesh,Dindori,2006,
Madhya Pradesh,Dindori,2008,
Madhya Pradesh,Dindori,2016,
Madhya Pradesh,East Nimar,2003,
Madhya Pradesh,East Nimar,2012,
Madhya Pradesh,East Nimar,2015,
Madhya Pradesh,East Nimar,2016,
Madhya Pradesh,Guna,2003,
Madhya Pradesh,Guna,2006,
Madhya Pradesh,Guna,2016,
Madhya Pradesh,Gwalior,2003,
Madhya Pradesh,Gwalior,2016,
Madhya Pradesh,Harda,2003,
Madhya Pradesh,Harda,2015,
Madhya Pradesh,Harda,2016,
Madhya Pradesh,Hoshangabad,2003,
Madhya Pradesh,Hoshangabad,2006,
Madhya Pradesh,Hoshangabad,2008,
Madhya Pradesh,Hoshangabad,2015,
Madhya Pradesh,Hoshangabad,2016,
Madhya Pradesh,Indore,2001,
Madhya Pradesh,Indore,2003,
Madhya Pradesh,Indore,2005,
Madhya Pradesh,Indore,2007,
Madhya Pradesh,Indore,2008,
Madhya Pradesh,Indore,2010,
Madhya Pradesh,Indore,2011,
Madhya Pradesh,Indore,2012,
Madhya Pradesh,Indore,2016,
Madhya Pradesh,Jabalpur,2003,
Madhya Pradesh,Jabalpur,2006,
Madhya Pradesh,Jabalpur,2008,
Madhya Pradesh,Jabalpur,2016,
Madhya Pradesh,Jhabua,2003,
Madhya Pradesh,Jhabua,2005,
